input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,match_status,source_origin_country,source_birth_place,source_current_residence,source_wikidata_id,source_wiki_url,usable_for_network,triage_reason,promotion_source,promotion_reason
Neta Elkayam,Neta Elkayam,0ccc1a1d-4120-4ade-8b1b-b14732690fdd,IL,Person,,auto_accept,Israel,Netivot,Israel,Q63406660,https://en.wikipedia.org/wiki/Neta_Elkayam,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hagai Shaham,Hagai Shaham,59715d60-3b74-4aca-810a-3487bdd0f58c,IL,Person,Israeli violin virtuoso,auto_accept,Israel,Israel,Tel Aviv University,Q5638516,https://en.wikipedia.org/wiki/Hagai_Shaham,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mooki,Mooki,ef020371-eca8-4606-a8b9-8c993b4ab1cd,,Person,,auto_accept,Israel,Rishon LeZion,Israel,Q2908623,https://en.wikipedia.org/wiki/Mooki_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Betty Olivero,Betty Olivero,58138f9d-f735-4661-9f10-a9a42bd0ea1e,IL,Person,,auto_accept,Israel,Tel Aviv,Bar-Ilan University,Q440916,https://en.wikipedia.org/wiki/Betty_Olivero,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avner Strauss,Avner Strauss,55b1ce43-13eb-4a00-acbb-16329003463b,,,,auto_accept,Israel,Israel,Tel Aviv,Q4829079,https://en.wikipedia.org/wiki/Avner_Strauss,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yosi Piamenta,Yosi Piamenta,4c90a769-9dd8-4a92-b352-aa375bab6267,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q20640880,https://en.wikipedia.org/wiki/Yosi_Piamenta,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Oz Noy,Oz Noy,e1412c77-0e60-406e-b48d-cb28b97aa62d,,Person,Israeli-American guitarist and composer,auto_accept,Israel,Israel,New York City,Q24642315,https://en.wikipedia.org/wiki/Oz_Noy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Gavriel Lipkind,Gavriel Lipkind,29975b7d-546a-4d58-8510-2bcbc9144a05,,,,auto_accept,Israel,Tel Aviv,Israel,Q949580,https://en.wikipedia.org/wiki/Gavriel_Lipkind,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Amir Katz,Amir Katz,bc88605c-03b3-4966-9e07-0331e552909c,IL,Person,pianist,auto_accept,Israel,Ramat Gan,Israel,Q472047,https://en.wikipedia.org/wiki/Amir_Katz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Omer Fedi,Omer Fedi,c81c430f-dbe1-4a1e-954f-2a89114331e9,US,Person,,auto_accept,Israel,Tel Aviv,Israel,Q100717799,https://en.wikipedia.org/wiki/Omer_Fedi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Gilad Hochman,Gilad Hochman,8026240c-2202-43b2-80a2-f4bd8542976f,,Person,,auto_accept,Israel,Herzliya,Israel,Q5560688,https://en.wikipedia.org/wiki/Gilad_Hochman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Elam Rotem,Elam Rotem,40be476b-bd67-48e4-9fe4-22dfdc647330,,Person,composer/harpsichordist,auto_accept,Israel,Sdot Yam,Israel,Q52714759,https://en.wikipedia.org/wiki/Elam_Rotem,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shirley Brill,Shirley Brill,45a2dc53-cb15-42c9-b96c-9cc4d6447197,DE,Person,clarinetist,auto_accept,Israel,Israel,Israel,Q2279383,https://en.wikipedia.org/wiki/Shirley_Brill,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Noy Alooshe,Noy Alooshe,3eef3dd8-bc22-48b0-8843-664e54e10902,,,,auto_accept,Israel,Israel,Israel,Q2918387,https://en.wikipedia.org/wiki/Noy_Alooshe,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yehuda Green,Yehuda Green,1f3fdbd8-63bc-421a-9956-5406523366a5,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q18326044,https://en.wikipedia.org/wiki/Yehuda_Green,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Stéphane Legar,Stéphane Legar,630f7b31-ff31-4db7-9201-4f5bcfad479d,IL,Person,,auto_accept,Israel,Bat Yam,Israel,Q47402082,https://en.wikipedia.org/wiki/St%C3%A9phane_Legar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nunu,nunu,169309f0-58ad-474a-8709-de7f4340b225,,Person,deconstructed club producer,auto_accept,Israel,Tel Aviv,Israel,Q111792269,https://en.wikipedia.org/wiki/Nunu_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shmuel Ashkenasi,Shmuel Ashkenasi,397c9d8d-d614-477f-a3cd-6b2fc01da212,IL,Person,violinist,auto_accept,Israel,Tel Aviv,Israel,Q321539,https://en.wikipedia.org/wiki/Shmuel_Ashkenasi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Maya Simantov,Maya Simantov,b0634a52-8533-4a20-8787-ba046e6b13b6,IL,Person,Israeli singer-songwriter,auto_accept,Israel,Bat Yam,Israel,Q1657536,https://en.wikipedia.org/wiki/Maya_Simantov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shy Nobleman,Shy Nobleman,562d5ba0-1b58-49b0-a930-f4c538600832,IL,Person,,auto_accept,Israel,Ramat Gan,Israel,Q2280469,https://en.wikipedia.org/wiki/Shy_Nobleman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Karolina,Karolina,88366aa6-5a99-44f0-b2fa-7c23a35b2088,VE,Person,latin vocalist,auto_accept,Israel,Jaffa,Israel,Q6373161,https://en.wikipedia.org/wiki/Karolina_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Guy Gerber,Guy Gerber,69c075c0-3c49-4143-8aa8-fdfbacac3b08,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q1557483,https://en.wikipedia.org/wiki/Guy_Gerber,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yinon Yahel,Yinon Yahel,6e5c7604-08a3-444c-b6bc-88334ed6d28a,,Person,,auto_accept,Israel,Israel,Israel,Q5403095,https://en.wikipedia.org/wiki/Yinon_Yahel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kenny Young,Kenny Young,f058cde2-6f32-4d09-9137-2cd2f76dbe11,GB,Person,,auto_accept,Israel,Jerusalem,United States,Q6391263,https://en.wikipedia.org/wiki/Kenny_Young,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avraham Tal,Avraham Tal,ccab199d-d361-4ecb-bebd-ec6c8797109f,,Person,,auto_accept,Israel,Nir Moshe,Israel,Q7183341,https://en.wikipedia.org/wiki/Avraham_Tal,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Elio Martusciello,Elio Martusciello,5b76f7eb-4733-4fdf-b925-7f7e560edf77,IT,Person,Italian electroacoustic musician and composer,auto_accept,Israel,Israel,Italy,Q1329570,https://en.wikipedia.org/wiki/Elio_Martusciello,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sivan Arbel,Sivan Arbel,8c9b48fd-d2d2-44fd-9d05-136ed3bd29eb,,Person,,auto_accept,Israel,Jerusalem,Israel,Q100605067,https://en.wikipedia.org/wiki/Sivan_Arbel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Matt Schwartz,Matt Schwartz,df0e96fe-6625-4891-9402-dde3df89d654,GB,Person,"Israeli-British multi-instrumentalist, record producer, songwriter and DJ.",auto_accept,Israel,Haifa,Israel,Q17277187,https://en.wikipedia.org/wiki/Matt_Schwartz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Simon Shaheen,Simon Shaheen,2b26b168-d3c2-4016-b492-c84b8a38dec4,US,Person,,auto_accept,Israel,Ma'alot-Tarshiha,Occupied Palestinian territories,Q2287816,https://en.wikipedia.org/wiki/Simon_Shaheen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Amit Peled,Amit Peled,d30a695e-af01-4661-bddb-39830419c603,IL,Person,,auto_accept,Israel,Yizre'el,Israel,Q4746865,https://en.wikipedia.org/wiki/Amit_Peled,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Jonathan Gee,Jonathan Gee,5e3a0d42-d77d-4e7e-87e5-f9397218154e,GB,Person,,auto_accept,Israel,Tel Aviv,United Kingdom,Q1424809,https://en.wikipedia.org/wiki/Jonathan_Gee,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shai Wosner,Shai Wosner,3830b3b7-63ff-44ec-b6c8-9f092821c3f0,IL,Person,Israeli pianist,auto_accept,Israel,Israel,Israel,Q2276463,https://en.wikipedia.org/wiki/Shai_Wosner,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Koby Israelite,Koby Israelite,eafa8416-c139-42bf-a48f-fc5530492d94,,Person,,auto_accept,Israel,Tel Aviv,Israel,Q3198150,https://en.wikipedia.org/wiki/Koby_Israelite,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Marvin Goldstein,Marvin Goldstein,1a4c7fd1-6d4d-4ccb-be24-bdecdb629373,US,Person,,auto_accept,Israel,Tel Aviv,United States,Q3296070,https://en.wikipedia.org/wiki/Marvin_Goldstein,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ammiel Bushakevitz,Ammiel Bushakevitz,c048e1a7-df89-4494-b9cf-3ae01fa1fd33,IL,Person,pianist,auto_accept,Israel,Jerusalem,Israel,Q4747241,https://en.wikipedia.org/wiki/Ammiel_Bushakevitz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Joseph Kalichstein,Joseph Kalichstein,5da38fc2-3804-4990-b698-f0581ecb8eb0,US,Person,pianist,auto_accept,Israel,Tel Aviv,United States,Q6284503,https://en.wikipedia.org/wiki/Joseph_Kalichstein,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Natan Brand,Natan Brand,0f9e269b-872a-42a4-b5fd-10fbd769bef0,,Person,pianist,auto_accept,Israel,Jerusalem,United States,Q6968385,https://en.wikipedia.org/wiki/Natan_Brand,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Orli Shaham,Orli Shaham,fe0823b2-9b43-47aa-8f6a-abd1d35f6aa3,US,Person,,auto_accept,Israel,Jerusalem,United States,Q7103289,https://en.wikipedia.org/wiki/Orli_Shaham,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Tamar Halperin,Tamar Halperin,464f1548-5ad0-45bb-954a-0ca37edcd942,,Person,,auto_accept,Israel,Tel Aviv,Germany,Q18028352,https://en.wikipedia.org/wiki/Tamar_Halperin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eitan Steinberg,Eitan Steinberg,0b2f6113-1e55-4779-8e1a-408cf1f87bee,IL,Person,,auto_accept,Israel,Jerusalem,University of Haifa,Q16131688,https://en.wikipedia.org/wiki/Eitan_Steinberg,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mira Zakai,Mira Zakai,52cb3b54-0520-4e61-a0ce-b024f724e3e1,IL,Person,Israeli contralto vocalist,auto_accept,Israel,Jerusalem,Israel,Q12409145,https://en.wikipedia.org/wiki/Mira_Zakai,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Frank Ilfman,Frank Ilfman,8ef9485e-b5f7-4b21-be67-4a725ed4049d,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q17198144,https://en.wikipedia.org/wiki/Frank_Ilfman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ori Kaplan,Ori Kaplan,20b96123-db47-4d09-a238-5ca339594985,US,Person,,auto_accept,Israel,Tel Aviv,Israel,Q437090,https://en.wikipedia.org/wiki/Ori_Kaplan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Oforia,Oforia,1290567d-8b0b-4fbe-822a-93f5b1224209,IL,Person,Israeli goa trance/psytrance DJ/producer Ofer Dikovsky,auto_accept,Israel,Tel Aviv,Israel,Q1402447,https://en.wikipedia.org/wiki/Oforia,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Daniel Cohen,Daniel Cohen,f80470b6-0418-4c1e-bf82-59d262d289eb,,Person,Videogame music composer?,auto_accept,Israel,Netanya,Israel,Q5216826,https://en.wikipedia.org/wiki/Daniel_Cohen_(conductor),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yuval Zaliouk,Yuval Zaliouk,8368419b-8865-4410-92c2-994009647654,IL,Person,conductor,auto_accept,Israel,Haifa,Israel,Q8062160,https://en.wikipedia.org/wiki/Yuval_Zaliouk,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Elisa Gabbai,Elisa Gabbai,0632406a-b62a-4ee0-99c0-dab710c63d1a,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q545790,https://en.wikipedia.org/wiki/Elisa_Gabbai,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lior,Lior,815d6a24-ab6e-49dc-83a1-27c8075f21a9,AU,Person,"Lior Attar, Israeli-Australian singer-songwriter",auto_accept,Israel,Rishon LeZion,Australia,Q6556008,https://en.wikipedia.org/wiki/Lior,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Toni Qattan,Toni Qattan,5a1878b6-42c0-4826-8b6a-68c9ab50c6d6,JO,Person,,auto_accept,Israel,Jerusalem,Jordan,Q9088382,https://en.wikipedia.org/wiki/Toni_Qattan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aviva Semadar,Aviva Semadar,f8543a79-813d-40f3-8b2a-84ee930bf00e,,Person,,auto_accept,Israel,Tel Aviv,Israel,Q33112525,https://en.wikipedia.org/wiki/Aviva_Semadar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Joshua Epstein,Joshua Epstein,d3a96539-65bb-4008-b384-5563c6c5c9d1,DE,Person,Israeli violinist,auto_accept,Israel,Tel Aviv,Israel,Q1708559,https://en.wikipedia.org/wiki/Joshua_Epstein_(violinist),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Amnon Wolman,Amnon Wolman,c39e10d1-1d3b-4231-814d-8c30208cf5f2,IL,Person,Israeli composer,auto_accept,Israel,Jerusalem,United States,Q473772,https://en.wikipedia.org/wiki/Amnon_Wolman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Gilad Hekselman,Gilad Hekselman,606518a1-475d-4dc9-8f5c-8e0ebe499a41,IL,Person,jazz guitarist,auto_accept,Israel,Kfar Saba,Israel,Q15452182,https://en.wikipedia.org/wiki/Gilad_Hekselman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Josh Macrae,Josh MacRae,bf57afe7-015f-4ce0-98f2-552b8f3a4934,GB,Person,Scottish folk singer,auto_accept,Israel,Tel Aviv,United Kingdom,Q1585533,https://en.wikipedia.org/wiki/Josh_Macrae,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dalia Faitelson,Dalia Faitelson,4511b7ca-aeac-40c1-af5d-dae4a3fb6bde,DK,Person,,auto_accept,Israel,Negev,Copenhagen,Q50285670,https://en.wikipedia.org/wiki/Dalia_Faitelson,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Emanuel Vardi,Emanuel Vardi,427c3aad-1c2e-4c86-840f-69eec3c4c549,US,Person,,auto_accept,Israel,Jerusalem,Ottoman Empire,Q2008845,https://en.wikipedia.org/wiki/Emanuel_Vardi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Maya Beiser,Maya Beiser,838f60ad-bed1-467c-ac23-302d12440fa4,US,Person,,auto_accept,Israel,Gazit,United States,Q4081184,https://en.wikipedia.org/wiki/Maya_Beiser,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yuval Ron,Yuval Ron,197a2729-d5a2-4a89-9c31-13b910056ef3,IL,Person,,auto_accept,Israel,Israel,Israel,Q2602114,https://en.wikipedia.org/wiki/Yuval_Ron,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ehud Asherie,Ehud Asherie,6eea2555-fb80-4b4b-bef0-bf665b4a87d2,US,Person,,auto_accept,Israel,Israel,United States,Q1262385,https://en.wikipedia.org/wiki/Ehud_Asherie,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eyran Katsenelenbogen,Eyran Katsenelenbogen,421aa8ba-bac8-4eb8-bd8a-13ed444ad4f6,US,Person,,auto_accept,Israel,Israel,United States,Q1385858,https://en.wikipedia.org/wiki/Eyran_Katsenelenbogen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Daniel Gortler,Daniel Gortler,471b9df8-c3d4-4165-a414-4c57f7b5a8f1,IL,Person,pianist,auto_accept,Israel,Tel Aviv,Israel,Q5217318,https://en.wikipedia.org/wiki/Daniel_Gortler,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rami Bar-Niv,Rami Bar-Niv,6cfaed95-3d49-41dc-a999-e251ac3501cf,,,,auto_accept,Israel,Tel Aviv,Israel,Q7289519,https://en.wikipedia.org/wiki/Rami_Bar-Niv,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rinat Shaham,Rinat Shaham,90090418-d834-4c14-81b2-c01ae006ef8f,IL,Person,mezzo-soprano,auto_accept,Israel,Haifa,Israel,Q2346947,https://en.wikipedia.org/wiki/Rinat_Shaham,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Assaf Kehati,Assaf Kehati,6e8226cb-b01a-4d91-8cc3-a258e0b16a5e,IL,Person,,auto_accept,Israel,Israel,Israel,Q4808346,https://en.wikipedia.org/wiki/Assaf_Kehati,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yoheved Kaplinsky,"Yoheved ""Veda"" Kaplinsky",586850f4-579a-4361-8a01-4dba0957d450,US,Person,pianist and piano teacher,auto_accept,Israel,Tel Aviv,United States,Q8054492,https://en.wikipedia.org/wiki/Yoheved_Kaplinsky,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ayal Adler,Ayal Adler,5ef60c41-091c-4f1b-862b-2752e5e9aa9b,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q4830863,https://en.wikipedia.org/wiki/Ayal_Adler,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Chen Reiss,Chen Reiss,9292adda-2e2f-4d65-bf95-3339654aa521,IL,Person,soprano,auto_accept,Israel,Holon,Greater London,Q5090877,https://en.wikipedia.org/wiki/Chen_Reiss,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yaniv D'Or,Yaniv d'Or,d791709b-3a62-4787-8d31-7bd5bd7f828b,IL,Person,countertenor,auto_accept,Israel,Holon,Israel,Q16131484,https://en.wikipedia.org/wiki/Yaniv_d%27Or,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Habib Hassan Touma,Habib Hassan Touma,ffd19345-58d6-42f1-9870-9d7662621aa1,DE,Person,,auto_accept,Israel,Nazareth,Israel,Q5636776,https://en.wikipedia.org/wiki/Habib_Hassan_Touma,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lior Goldenberg,Lior Goldenberg,f0175317-64e4-4545-8465-8862ae59dc0b,,Person,,auto_accept,Israel,Tel Aviv,Israel,Q6556020,https://en.wikipedia.org/wiki/Lior_Goldenberg,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ariel Lanyi,Ariel Lanyi,94ed4a5e-4758-45a5-9267-6c55712c21a1,GB,Person,pianist,auto_accept,Israel,Jerusalem,Israel,Q97218101,https://en.wikipedia.org/wiki/Ariel_Lanyi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ofer Ben-Amots,Ofer Ben-Amots,f383ae55-0b53-4627-9ca2-6910a03c02cf,,Person,Israeli-American composer,auto_accept,Israel,Haifa,United States,Q7078859,https://en.wikipedia.org/wiki/Ofer_Ben-Amots,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shmuel Barzilai,Shmuel Barzilai,d62c9a09-3253-429d-b59f-6b6770c219eb,AT,Person,,auto_accept,Israel,Jerusalem,Austria,Q7499636,https://en.wikipedia.org/wiki/Shmuel_Barzilai,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
J.Views,J.Views,28bacb90-e70f-4219-b6e9-5ce0149facff,US,Person,,auto_accept,Israel,Israel,United States,Q12403224,https://en.wikipedia.org/wiki/J.Views,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yoav Eshed,Yoav Eshed,a7ab6c40-fd52-4fed-94a9-627dfad93dcb,,Person,,auto_accept,Israel,Israel,Israel,Q22347715,https://en.wikipedia.org/wiki/Yoav_Eshed,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Adam Basanta,Adam Basanta,ae30a954-53f6-479e-8a16-7e4fcbf019cd,CA,Person,,auto_accept,Israel,Tel Aviv,Israel,Q25686122,https://en.wikipedia.org/wiki/Adam_Basanta,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yonatan Gat,Yonatan Gat,5cb41b23-90fe-4228-a439-cb449714f72a,IL,Person,,auto_accept,Israel,Tel Aviv,United States,Q19957859,https://en.wikipedia.org/wiki/Yonatan_Gat,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yitzchak Meir Helfgot,Yitzchak Meir Helfgot,525de623-2577-439e-b630-03e9a8fa566c,,Person,Orthodox Jewish Cantor,auto_accept,Israel,Tel Aviv,Israel,Q7213181,https://en.wikipedia.org/wiki/Yitzchak_Meir_Helfgot,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Assif Tsahar,Assif Tsahar,ea17dbfc-f53d-4c3e-b96f-455b901b55c5,IL,Person,,auto_accept,Israel,Israel,Israel,Q2655560,https://en.wikipedia.org/wiki/Assif_Tsahar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Alon Sariel,Alon Sariel,d1ae5de1-a8b5-4b2e-95d7-6f171ffb980e,IL,Person,Israeli mandolinist,auto_accept,Israel,Beersheba,Beersheba,Q57240257,https://en.wikipedia.org/wiki/Alon_Sariel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
The Drill,The Drill,6704135f-7a23-49f2-9a14-dfefd621f68a,,Person,"house, known for “The Drill”, “One More Night”",auto_accept,Israel,Haifa,United Kingdom,Q7731028,https://en.wikipedia.org/wiki/The_Drill_(band),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
John of Damascus,St. John of Damascus,82d28810-228b-463e-91c9-81d8beadfdfb,,Person,,auto_accept,Syria,Damascus,Umayyad Caliphate,Q51884,https://en.wikipedia.org/wiki/John_of_Damascus,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Khaled,Khaled,b4a479aa-4384-4acf-88b0-dee9188faeb5,DZ,Person,Algerian raï singer‐songwriter,auto_accept,Syria,,France,Q312609,https://en.wikipedia.org/wiki/Khaled_(musician),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Romanos the Melodist,Saint Romanos the Melodist,ce2f72e2-e2a6-41dc-8ab0-ffe602e0cb02,,Person,,auto_accept,Syria,Homs,Byzantine Empire,Q221059,https://en.wikipedia.org/wiki/Romanos_the_Melodist,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rachid Taha,Rachid Taha,04dd1f61-c21b-4d6a-b110-55b3c1309fa0,FR,Person,,auto_accept,Syria,,Algeria,Q502990,https://en.wikipedia.org/wiki/Rachid_Taha,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asmahan,Asmahan,04339849-b79b-4c0b-93bb-a5bc9e217d31,EG,Person,,auto_accept,Syria,Syria,Kingdom of Egypt,Q1766092,https://en.wikipedia.org/wiki/Asmahan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Andrew of Crete,Andrew of Crete,d632c2cb-66a9-457c-a7c3-b1b077308afc,GR,Person,,auto_accept,Syria,,Byzantine Empire,Q372688,https://en.wikipedia.org/wiki/Andrew_of_Crete,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
George Wassouf,George Wassouf,67541793-5159-4f0d-a3a0-6b96163933f3,SY,Person,,auto_accept,Syria,Tartus Governorate,Syria,Q1009512,https://en.wikipedia.org/wiki/George_Wassouf,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Cheba Zahouania,Chaba Zahouania,cfa88bb0-2801-437b-b626-eaaf83081ad7,DZ,Person,,auto_accept,Syria,,Algeria,Q444179,https://en.wikipedia.org/wiki/Cheba_Zahouania,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Cheb Hasni,Cheb Hasni,4f1370f3-3c3b-48e0-997e-a00fdcab7955,DZ,Person,Algerian raï singer,auto_accept,Syria,,Algeria,Q983496,https://en.wikipedia.org/wiki/Cheb_Hasni,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Aram Tigran,Aram Tîgran,94b555b1-7693-41e0-bd05-0faf27fd1172,,Person,,auto_accept,Syria,Qamishli,Syria,Q625702,https://en.wikipedia.org/wiki/Aram_Tigran,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Faia Younan,Faia Younan,a3614fb9-65a1-47df-aff5-b882a3f3808a,,,,auto_accept,Syria,Al-Malikiyah,Sweden,Q28531431,https://en.wikipedia.org/wiki/Faia_Younan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lena Chamamyan,Lena Chamamyan,6bba0cc9-74c4-4a83-8171-a225726e9644,SY,Person,,auto_accept,Syria,,Paris,Q2583955,https://en.wikipedia.org/wiki/Lena_Chamamyan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Étienne Daho,Étienne Daho,1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,FR,Person,,auto_accept,Syria,,Q136736500,Q289556,https://en.wikipedia.org/wiki/%C3%89tienne_Daho,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ciwan Haco,Ciwan Haco,4c59b128-ffc0-420c-bd60-9627f1d03701,SE,Person,,auto_accept,Syria,Qamishli,Syria,Q983118,https://en.wikipedia.org/wiki/Ciwan_Haco,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Guy Mardel,Guy Mardel,37631c7b-7cbd-4446-b6fe-c8accc9d5ccf,FR,Person,,auto_accept,Syria,,Jerusalem,Q541136,https://en.wikipedia.org/wiki/Guy_Mardel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Blaoui Houari,Blaoui Houari,a94262fc-3caf-4411-ae80-1d2df168ac8b,DZ,Person,,auto_accept,Syria,,Algeria,Q608646,https://en.wikipedia.org/wiki/Blaoui_Houari,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rouwaida Attieh,Rouwaida Attieh,8deb4649-862a-4bbc-90c0-b5b23ce17a8b,,Person,,auto_accept,Syria,Homs,Syria,Q3069146,https://en.wikipedia.org/wiki/Rouwaida_Attieh,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Houari Manar,Houari Manar,b3f01c05-71ba-4b2f-9b63-d3d26f666740,DZ,Person,,auto_accept,Syria,,Algeria,Q60524304,https://en.wikipedia.org/wiki/Houari_Manar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mohamad Fityan,Mohamad Fityan,fedb2a77-a5fe-466a-848f-de6c1e38c03e,,Person,,auto_accept,Syria,,Syria,Q16735692,https://en.wikipedia.org/wiki/Mohamad_Fityan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
