input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Julia Sanina,Юлія Саніна,f5c9401a-2fbb-4c85-a8f1-6a2c56276769,UA,Person,,100,review_needed,Candidate needs manual review.,Julia Sanina,Q21573827,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Julia_Sanina
Ani Lorak,Ани Лорак,29ec65e9-0dcf-4dfa-9155-7f13cef07335,RU,Person,,100,review_needed,Candidate needs manual review.,Ani Lorak,Q237081,Ukraine,Kitsman,Russia,https://en.wikipedia.org/wiki/Ani_Lorak
Hryhorii Skovoroda,,,,,,,no_match,No usable result returned by MusicBrainz.,Hryhorii Skovoroda,Q336803,Ukraine,Chornukhy,Russian Empire,https://en.wikipedia.org/wiki/Hryhorii_Skovoroda
Tayanna,TAYANNA,8fbc8613-30f3-4cfe-a766-701a9449c34b,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Tayanna,Q28826885,Ukraine,Chernivtsi,Ukraine,https://en.wikipedia.org/wiki/Tayanna
Sviatoslav Richter,Святослав Рихтер,2014bfbb-c65d-45dc-9973-35bead3833fa,RU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Sviatoslav Richter,Q124890,Ukraine,Zhytomyr,Russia,https://en.wikipedia.org/wiki/Sviatoslav_Richter
Natasha Korolyova,Наташа Королёва,bfb00581-3cf1-4c17-9bb4-2173940d1084,RU,Person,,100,review_needed,Candidate needs manual review.,Natasha Korolyova,Q1076041,Ukraine,Kyiv,Russia,https://en.wikipedia.org/wiki/Natasha_Korolyova
David Oistrakh,Давид Фёдорович Ойстрах,67d957a2-8dc8-4036-bb2e-c00946f6cac3,SU,Person,violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,David Oistrakh,Q47120,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/David_Oistrakh
Iryna Bilyk,Ірина Білик,2744b6f6-2455-4808-85e7-4ecb79ca1e30,UA,Person,,100,review_needed,Candidate needs manual review.,Iryna Bilyk,Q2662849,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Iryna_Bilyk
Verka Serduchka,Верка Сердючка,10f87b54-0e95-4268-9857-e2660367c305,UA,Character,,100,review_needed,Candidate needs manual review.,Verka Serduchka,Q275875,Ukraine,Poltava,Ukraine,https://en.wikipedia.org/wiki/Verka_Serduchka
Lyudmila Gurchenko,Людмила Гурченко,3729211b-ed61-429c-9017-c785aa4e1154,SU,Person,,100,review_needed,Candidate needs manual review.,Lyudmila Gurchenko,Q68537,Ukraine,Kharkiv,Russia,https://en.wikipedia.org/wiki/Lyudmila_Gurchenko
Karol Szymanowski,Karol Szymanowski,e04ef24e-b64e-4ca5-a479-b6bc79042ff5,PL,Person,Polish composer,100,auto_accept,Very high score and near-exact name match.,Karol Szymanowski,Q295400,Ukraine,Tymoshivka,Zakopane,https://en.wikipedia.org/wiki/Karol_Szymanowski
Serhiy Zhadan,Сергій Жадан,39c97dfc-21ba-40c7-85d1-67dfdee1b608,UA,Person,,100,review_needed,Candidate needs manual review.,Serhiy Zhadan,Q458209,Ukraine,Starobilsk,Soviet Union,https://en.wikipedia.org/wiki/Serhiy_Zhadan
Zlata Ognevich,Злата Огнєвіч,7338000f-8c24-479a-9af8-e4ff720e165f,UA,Person,,100,review_needed,Candidate needs manual review.,Zlata Ognevich,Q1574590,Ukraine,Kryvyi Rih,Ukraine,https://en.wikipedia.org/wiki/Zlata_Ognevich
Mykola Lysenko,Микола Віталійович Лисенко,5d9db0d9-89dc-407f-80fc-4b638a99c4a9,UA,Person,Ukrainian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Mykola Lysenko,Q172425,Ukraine,Hrynky,Kyiv,https://en.wikipedia.org/wiki/Mykola_Lysenko
Władysław Tarnowski,Władysław Tarnowski,487883b1-8132-43be-9d3e-579ee0b07acf,PL,Person,,100,auto_accept,Very high score and near-exact name match.,Władysław Tarnowski,Q93817,Ukraine,Voroblevychi,Austria–Hungary,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Tarnowski
Borys Liatoshynsky,Borys,97cfc858-63d9-4aa5-b11e-5757ce09cb7e,,Person,"Jason Borys, from Edmonton",100,review_needed,Candidate is disambiguated and should be checked manually.,Borys Liatoshynsky,Q504426,Ukraine,Zhytomyr,Russian Empire,https://en.wikipedia.org/wiki/Borys_Lyatoshynsky
Svetlana Loboda,LOBODA,8544e819-41a1-47ce-8c78-d8c44ec099e4,UA,Person,,100,review_needed,Candidate needs manual review.,Svetlana Loboda,Q209926,Ukraine,Irpin,Ukraine,https://en.wikipedia.org/wiki/Svetlana_Loboda
Sviatoslav Vakarchuk,Святослав Рихтер,2014bfbb-c65d-45dc-9973-35bead3833fa,RU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Sviatoslav Vakarchuk,Q2622781,Ukraine,Mukachevo,Ukraine,https://en.wikipedia.org/wiki/Sviatoslav_Vakarchuk
Isaac Stern,Isaac Stern,7d9be72b-ab36-4ce1-8a2c-05bf0f7eb0b4,US,Person,violinist,100,auto_accept,Very high score and near-exact name match.,Isaac Stern,Q311317,Ukraine,Kremenets,Western Addition,https://en.wikipedia.org/wiki/Isaac_Stern
Mariya Yaremchuk,Мария Яремчук,ef6b946b-7c71-444c-a5a0-8e9e64acbc42,UA,Person,,100,review_needed,Candidate needs manual review.,Mariya Yaremchuk,Q4525785,Ukraine,Chernivtsi,Ukraine,https://en.wikipedia.org/wiki/Mariya_Yaremchuk
Dmytro Bortnianskyi,Dmytro Morykit,7cac5995-6910-47c9-a87d-439c30f1dc83,GB,Person,,100,review_needed,Candidate needs manual review.,Dmytro Bortnianskyi,Q316505,Ukraine,Hlukhiv,Russian Empire,https://en.wikipedia.org/wiki/Dmitry_Bortniansky
Valentyn Sylvestrov,Валентин Сильвестров,a4f94049-7b13-4308-9a19-c50348df5825,UA,Person,,100,review_needed,Candidate needs manual review.,Valentyn Sylvestrov,Q706765,Ukraine,Kyiv,Berlin,https://en.wikipedia.org/wiki/Valentyn_Silvestrov
Anastasiia Prykhodko,ANASTASiiA,c3146196-36cb-4ef6-acf4-190ea67e4ae9,,,,100,review_needed,Candidate needs manual review.,Anastasiia Prykhodko,Q156951,Ukraine,Kyiv,Soviet Union,https://en.wikipedia.org/wiki/Anastasia_Prikhodko
Vera Brezhneva,Вера Брежнева,09c66ecf-b925-47f0-9895-f504cef92f93,UA,Person,,100,review_needed,Candidate needs manual review.,Vera Brezhneva,Q2329850,Ukraine,Kamyanske,Ukraine,https://en.wikipedia.org/wiki/Vera_Brezhneva
Gaitana,Гайтана,913163fe-a214-4eb3-8b16-078c021f4d48,UA,Person,Ukrainian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Gaitana,Q209845,Ukraine,Kyiv,Republic of the Congo,https://en.wikipedia.org/wiki/Gaitana_(singer)
Wojciech Kilar,Wojciech Kilar,c8c021ad-6397-4990-b3b7-23d027c5931a,PL,Person,composer,100,auto_accept,Very high score and near-exact name match.,Wojciech Kilar,Q319777,Ukraine,Lviv,Darmstadt,https://en.wikipedia.org/wiki/Wojciech_Kilar
Emil Gilels,Эмиль Гилельс,88b4ad33-63ba-4923-947e-26a720631156,SU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Emil Gilels,Q319732,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Emil_Gilels
Reinhold Glière,Рейнгольд Морицевич Глиэр,8b008af7-cdb9-4abe-baed-ba737622e310,RU,Person,Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Reinhold Glière,Q316795,Ukraine,Kyiv,Russian Empire,https://en.wikipedia.org/wiki/Reinhold_Gli%C3%A8re
Mykola Leontovych,Микола Дмитрович Леонтович,02861daf-f923-49fb-90e3-3ec44a600433,UA,Person,,100,review_needed,Candidate needs manual review.,Mykola Leontovych,Q467914,Ukraine,Monastirok,Russian Empire,https://en.wikipedia.org/wiki/Mykola_Leontovych
Jerry Heil,Jerry Heil,218cf0a9-439e-472e-a2e6-65e208a102ac,UA,Person,"Ukrainian singer, participant of Eurovision 2024 (Ukraine)",100,auto_accept,Very high score and near-exact name match.,Jerry Heil,Q56364121,Ukraine,Vasylkiv,Ukraine,https://en.wikipedia.org/wiki/Jerry_Heil
Joseph Kobzon,Иосиф Кобзон,28442ebf-7450-4eb1-96a9-ab771bc9cd80,SU,Person,,100,review_needed,Candidate needs manual review.,Joseph Kobzon,Q1980296,Ukraine,Chasiv Yar,Moscow,https://en.wikipedia.org/wiki/Joseph_Kobzon
Mika Newton,Мика Ньютон,09dacb2c-abf2-4e51-acd4-b6de69fabc3c,UA,Person,,100,review_needed,Candidate needs manual review.,Mika Newton,Q231988,Ukraine,Burshtyn,Ukraine,https://en.wikipedia.org/wiki/Mika_Newton
Alyona Alyona,alyona alyona,1a6993eb-fa5b-42e2-a834-2a9539c53be1,UA,Person,Ukrainian rapper,100,auto_accept,Very high score and near-exact name match.,Alyona Alyona,Q59358454,Ukraine,Kapitanivka,Baryshivska Hromada,https://en.wikipedia.org/wiki/Alyona_Alyona
Isaak Dunayevsky,Исаак Дунаевский,f03de526-c8b2-4854-b894-656d21ae7623,SU,Person,,100,review_needed,Candidate needs manual review.,Isaak Dunayevsky,Q638638,Ukraine,Lokhvytsia,Russian Empire,https://en.wikipedia.org/wiki/Isaak_Dunayevsky
Khrystyna Soloviy,Христина Соловій,7e45e150-46b2-4da7-9243-db510a8ce54f,UA,Person,,100,review_needed,Candidate needs manual review.,Khrystyna Soloviy,Q21600244,Ukraine,Drohobych,Ukraine,https://en.wikipedia.org/wiki/Khrystyna_Soloviy
Valentina Lisitsa,Valentina Lisitsa,81c9ae67-9eaf-4e47-836a-62b7bbc91664,US,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Valentina Lisitsa,Q253233,Ukraine,Kyiv,Russia,https://en.wikipedia.org/wiki/Valentina_Lisitsa
Dimitri Tiomkin,Dimitri Tiomkin,0ed6e209-dd4d-4c47-b6d0-c3a1ae06fef5,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Dimitri Tiomkin,Q317033,Ukraine,Kremenchuk,Hollywood,https://en.wikipedia.org/wiki/Dimitri_Tiomkin
Mark Taimanov,Mark Taimanov,ad06a983-4bc7-45e2-946b-2bbab1ff8a7f,RU,Person,Russian pianist,100,auto_accept,Very high score and near-exact name match.,Mark Taimanov,Q348037,Ukraine,Kharkiv,Russia,https://en.wikipedia.org/wiki/Mark_Taimanov
Maria Guleghina,Maria Guleghina,ae573ec4-c3fa-4e25-8708-d189cb65f536,UA,Person,soprano,100,auto_accept,Very high score and near-exact name match.,Maria Guleghina,Q1031062,Ukraine,Odesa,Belarus,https://en.wikipedia.org/wiki/Maria_Guleghina
Alekseev,ALEKSEEV,6cde3d73-2219-4616-befb-8619cc2018d7,UA,Person,Ukrainian singer and songwriter,100,auto_accept,Very high score and near-exact name match.,Alekseev,Q22979243,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Alekseev_(singer)
Mélovin,MÉLOVIN,878a5563-bfe2-4ff9-a02b-4432790df0f9,UA,Person,Ukrainian singer and songwriter,100,auto_accept,Very high score and near-exact name match.,Mélovin,Q25442068,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/M%C3%A9lovin
Diana Hacıyeva,Dihaj,3aaa3844-df49-4d60-aef7-04084bf4e110,AZ,Person,Diana Hacıyeva,100,review_needed,Candidate is disambiguated and should be checked manually.,Diana Hacıyeva,Q16366466,Ukraine,Mariupol,Azerbaijan,https://en.wikipedia.org/wiki/Diana_Hajiyeva
Heinrich Neuhaus,Генрих Нейгауз,2b075237-6e90-4e78-a4f8-a66170c682fe,SU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Heinrich Neuhaus,Q506613,Ukraine,Kropyvnytskyi,Russian Empire,https://en.wikipedia.org/wiki/Heinrich_Neuhaus
Olena Topolia,Олена Тополя,c3bce56d-9fbc-425d-9c3f-e035632913e3,UA,Person,,100,review_needed,Candidate needs manual review.,Olena Topolia,Q209987,Ukraine,Zaporizhzhia,Soviet Union,https://en.wikipedia.org/wiki/Olena_Topolia
Mikołaj Rej,Mikołaj Rej,568a246b-cb43-43ef-ac98-22d1939869d8,PL,Person,Polish poet,100,auto_accept,Very high score and near-exact name match.,Mikołaj Rej,Q458235,Ukraine,Zhuravno,Kingdom of Poland,https://en.wikipedia.org/wiki/Miko%C5%82aj_Rej
Solomea Krushelnytska,Anna Krushelnytska,88941d94-2540-463e-85f5-9eb69f9def75,,,,100,review_needed,Candidate needs manual review.,Solomea Krushelnytska,Q267058,Ukraine,Biliavyntsi,Austria–Hungary,https://en.wikipedia.org/wiki/Solomiya_Krushelnytska
Vasyl Slipak,Vasyl Shparkyi,bcaf6e97-5696-4bda-bffd-10e0ca949c1b,DE,Person,,100,review_needed,Candidate needs manual review.,Vasyl Slipak,Q25050824,Ukraine,Lviv,Ukraine,https://en.wikipedia.org/wiki/Vasyl_Slipak
Mark Bernes,Марк Бернес,d0b09698-5d4d-4976-9440-f1a9cd217515,SU,Person,,100,review_needed,Candidate needs manual review.,Mark Bernes,Q537854,Ukraine,Nizhyn,Russian Empire,https://en.wikipedia.org/wiki/Mark_Bernes
Anna Sedokova,Анна Седокова,fc42a535-6e4f-4b51-a6c3-f4e7608808ab,RU,Person,,100,review_needed,Candidate needs manual review.,Anna Sedokova,Q2350283,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Anna_Sedokova
Yaroslav Yevdokimov,Ярослав Евдокимов,4a1b694e-8245-4e3f-ba1c-81e2c5f4bb70,RU,Person,,100,review_needed,Candidate needs manual review.,Yaroslav Yevdokimov,Q4172926,Ukraine,Rivne,Belarus,https://en.wikipedia.org/wiki/Yaroslav_Yevdokimov
Leonid Kogan,Леонид Борисович Коган,5e80e838-a498-4dfc-8cf5-57e647fe4a6e,SU,Person,"Soviet classical violinist, 1924-1982",100,review_needed,Candidate is disambiguated and should be checked manually.,Leonid Kogan,Q379616,Ukraine,Dnipro,Soviet Union,https://en.wikipedia.org/wiki/Leonid_Kogan
Myroslav Skoryk,Мирослав Скорик,cb4f47e5-6a09-4ece-98ba-5d35f16ea85a,UA,Person,Ukrainian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Myroslav Skoryk,Q278813,Ukraine,Lviv,Soviet Union,https://en.wikipedia.org/wiki/Myroslav_Skoryk
Maruv,MARUV,23d0ffbe-f372-443e-81b2-28048bdea37f,,Person,,100,auto_accept,Very high score and near-exact name match.,Maruv,Q56310176,Ukraine,Pavlohrad,Ukraine,https://en.wikipedia.org/wiki/Maruv
Gregor Piatigorsky,Gregor Piatigorsky,98af165c-cdf5-4033-8c72-c0189d46cdd1,US,Person,cellist,100,auto_accept,Very high score and near-exact name match.,Gregor Piatigorsky,Q364868,Ukraine,Dnipro,Russian Empire,https://en.wikipedia.org/wiki/Gregor_Piatigorsky
Maksym Berezovsky,Evelyne Berezovsky,50f0a177-6eba-4557-890f-956a7dcefafd,RU,Person,pianist,100,review_needed,Candidate is disambiguated and should be checked manually.,Maksym Berezovsky,Q1353816,Ukraine,Hlukhiv,Russian Empire,https://en.wikipedia.org/wiki/Maxim_Berezovsky
Regina Todorenko,Регина Тодоренко,c1f93865-0c35-47e9-895c-34992dee255b,UA,Person,,100,review_needed,Candidate needs manual review.,Regina Todorenko,Q19694388,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Regina_Todorenko
Sophie Tucker,Sophie Tucker,1404fcf2-5c92-434b-8d37-7f9b0c8f986f,US,Person,"singer, comedienne, actress & radio personality",100,auto_accept,Very high score and near-exact name match.,Sophie Tucker,Q152520,Ukraine,Tulchyn,United States,https://en.wikipedia.org/wiki/Sophie_Tucker
Nina Matviienko,Ніна Матвієнко,d9252e25-1705-4b4f-aee7-f5a548542b16,UA,Person,Ukrainian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Nina Matviienko,Q2011217,Ukraine,Nedilishche,Soviet Union,https://en.wikipedia.org/wiki/Nina_Matviienko
Nathan Milstein,Nathan Milstein,0a428818-2623-406e-8453-600dce442e78,US,Person,violinist,100,auto_accept,Very high score and near-exact name match.,Nathan Milstein,Q434055,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Nathan_Milstein
Oleksandr Ponomariov,Oleksandr Dudko,17f1f562-16d1-4a32-be57-217c5a5857ca,UA,Person,,100,review_needed,Candidate needs manual review.,Oleksandr Ponomariov,Q540915,Ukraine,Khmelnytskyi,Ukraine,https://en.wikipedia.org/wiki/Oleksandr_Ponomariov
Eduard Romanyuta,Eduard Romanyuta,fbac4156-907e-4e6a-8a1b-62c1576504cd,UA,Person,Ukranian singer-songwriter,100,auto_accept,Very high score and near-exact name match.,Eduard Romanyuta,Q4397461,Ukraine,Ternopil,Ukraine,https://en.wikipedia.org/wiki/Eduard_Romanyuta
Alexander Spendiaryan,Ալեքսանդր Սպենդիարյան,54fc2519-145e-4042-bc24-71d2a9b8ca5b,AM,Person,,100,review_needed,Candidate needs manual review.,Alexander Spendiaryan,Q969702,Ukraine,Kakhovka,Russian Empire,https://en.wikipedia.org/wiki/Alexander_Spendiaryan
Leonid Utyosov,Джаз-оркестр п/у Леонида Утёсова,5bd31714-414e-4d54-8329-3285972cfa45,SU,Orchestra,,100,review_needed,Candidate needs manual review.,Leonid Utyosov,Q541493,Ukraine,Odesa,Russian Empire,https://en.wikipedia.org/wiki/Leonid_Utesov
Nastya Kamenskikh,Настя,8cb7d6b9-e94c-4f11-a43b-fdafce0da071,RU,Group,,100,review_needed,Candidate needs manual review.,Nastya Kamenskikh,Q289212,Ukraine,Kyiv Oblast,Ukraine,https://en.wikipedia.org/wiki/NK_(singer)
Nikolai Gubenko,Николай Губенко,d9cec8e1-e984-4f15-93ed-08285f52d25a,RU,Person,"theater and film actor, film director and screenwriter",100,review_needed,Candidate is disambiguated and should be checked manually.,Nikolai Gubenko,Q1983805,Ukraine,Odesa,Moscow,https://en.wikipedia.org/wiki/Nikolai_Gubenko
Max Barskih,MAX BARSKIH,b55854ad-d778-49ce-af7f-74625c8ef308,UA,Person,,100,auto_accept,Very high score and near-exact name match.,Max Barskih,Q41272,Ukraine,Kherson,Russia,https://en.wikipedia.org/wiki/Max_Barskih
Alexander Galich,Александр Галич,39cf32bd-e869-4baa-a225-3b1d21215aec,SU,Person,,100,review_needed,Candidate needs manual review.,Alexander Galich,Q2459284,Ukraine,Dnipro,Soviet Union,https://en.wikipedia.org/wiki/Alexander_Galich_(writer)
Alina Pash,Alina Pash,95593341-529e-40e3-ad57-4622f2aacdf8,UA,Person,Ukrainian pop/dance artist,100,auto_accept,Very high score and near-exact name match.,Alina Pash,Q55108431,Ukraine,Bushtyno,Ukraine,https://en.wikipedia.org/wiki/Alina_Pash
Nikolai Kapustin,Николaй Кaпустин,642d73bc-cb3f-496e-94c0-70ae5a90cfb6,UA,Person,Ukrainian-Russian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Nikolai Kapustin,Q704175,Ukraine,Horlivka,Russia,https://en.wikipedia.org/wiki/Nikolai_Kapustin
Igor Krutoy,Игорь Крутой,269bcc7b-154c-41c0-94b2-5452c3798994,RU,Person,,100,review_needed,Candidate needs manual review.,Igor Krutoy,Q2631745,Ukraine,Haivoron,Russia,https://en.wikipedia.org/wiki/Igor_Krutoy
Andriy Kuzmenko,Андрі́й Ві́кторович Кузьме́нко,c9ef24a8-542d-4b68-a399-50d8ed7bb868,UA,Person,,100,review_needed,Candidate needs manual review.,Andriy Kuzmenko,Q4245310,Ukraine,Sambir,Crimea,https://en.wikipedia.org/wiki/Andriy_Kuzmenko
Kateryna Pavlenko,Катерина Павленко,6974ad44-ed13-426b-845f-a867f90fa778,,Person,member of Go_A,100,review_needed,Candidate is disambiguated and should be checked manually.,Kateryna Pavlenko,Q85992998,Ukraine,Nizhyn,Ukraine,https://en.wikipedia.org/wiki/Monokate
Masha Efrosynina,Masha,6aac4461-4cd1-4e7a-8daa-c1c41d926cfe,DE,Person,"German jazz, swing, blues singer",100,review_needed,Candidate is disambiguated and should be checked manually.,Masha Efrosynina,Q438402,Ukraine,Kerch,Ukraine,https://en.wikipedia.org/wiki/Masha_Efrosynina
Volodymyr Ivasyuk,Володимир Івасюк,042fd071-9834-44d3-a8b6-e030e1ca2b38,UA,Person,,100,review_needed,Candidate needs manual review.,Volodymyr Ivasyuk,Q786521,Ukraine,Kitsman,Soviet Union,https://en.wikipedia.org/wiki/Volodymyr_Ivasiuk
Ciprian Porumbescu,Ciprian Porumbescu,35fe373d-b814-4111-b9d2-46f54682c7f7,RO,Person,Romanian composer,100,auto_accept,Very high score and near-exact name match.,Ciprian Porumbescu,Q389000,Ukraine,Shepit,Austrian Empire,https://en.wikipedia.org/wiki/Ciprian_Porumbescu
Eugene Hütz,Eugene Hütz,09c7432f-ad91-4203-9568-614242578091,,Person,,100,auto_accept,Very high score and near-exact name match.,Eugene Hütz,Q535444,Ukraine,Boyarka,Ukraine,https://en.wikipedia.org/wiki/Eugene_H%C3%BCtz
Dimitry of Rostov,Dimitry,ab8688de-0e06-470b-aa4f-eddd940cc7b2,,,wrote with R. van Leeuwen,100,review_needed,Candidate is disambiguated and should be checked manually.,Dimitry of Rostov,Q980251,Ukraine,Makariv,Kyiv,https://en.wikipedia.org/wiki/Demetrius_of_Rostov
Taras Kompanichenko,Taras Kompanichenko,f3668727-893e-4291-b3dd-c01bcffecb63,,,,100,auto_accept,Very high score and near-exact name match.,Taras Kompanichenko,Q7685533,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Taras_Kompanichenko
Pyotr Todorovsky,Пётр Тодоровский,507a57ad-fed9-49ff-84cb-bc99a80dd3c3,SU,Person,"Russian film director, screenwriter, cinematographer, composer",100,review_needed,Candidate is disambiguated and should be checked manually.,Pyotr Todorovsky,Q1890642,Ukraine,Bobrynets,Russia,https://en.wikipedia.org/wiki/Pyotr_Todorovsky
Marko Kropyvnytskyi,Marko Simsa,70f93fb4-c7ac-4dd5-82af-fd368dc7db30,,Person,Austrian actor and producer,100,review_needed,Candidate is disambiguated and should be checked manually.,Marko Kropyvnytskyi,Q2366031,Ukraine,Kropyvnytske,Russian Empire,https://en.wikipedia.org/wiki/Marko_Kropyvnytskyi
Gosha Kutsenko,Гоша Куценко,0bf9b235-0f6f-49c3-8755-c02cb60a07e2,RU,Person,actor and singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Gosha Kutsenko,Q1385036,Ukraine,Zaporizhzhia,Russia,https://en.wikipedia.org/wiki/Gosha_Kutsenko
Nadya Dorofeeva,DOROFEEVA,488b1e76-264c-4048-bf68-98022beae907,UA,Person,Ukrainian singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Nadya Dorofeeva,Q16698229,Ukraine,Simferopol,Ukraine,https://en.wikipedia.org/wiki/Dorofeeva
Yevhen Stankovych,Євген Станкович,fed6e4b3-73be-401b-8d0e-31294129cfd8,UA,Person,contemporary Ukrainian composer,100,review_needed,Candidate is disambiguated and should be checked manually.,Yevhen Stankovych,Q200892,Ukraine,Svaliava,Soviet Union,https://en.wikipedia.org/wiki/Yevhen_Stankovych
Alexander Vertinsky,Александр Вертинский,44ee3261-dd02-4769-9bb7-18ee5b6f6d18,RU,Person,,100,review_needed,Candidate needs manual review.,Alexander Vertinsky,Q516281,Ukraine,Kyiv,Greece,https://en.wikipedia.org/wiki/Alexander_Vertinsky
Abraham Goldfaden,אַבֿרהם גאָלדפֿאַדען,3f4b1f59-dc40-4456-b7b5-c1e44a01c87c,US,Person,,100,review_needed,Candidate needs manual review.,Abraham Goldfaden,Q330024,Ukraine,Starokostiantyniv,Kingdom of Romania,https://en.wikipedia.org/wiki/Abraham_Goldfaden
Igor Markevitch,Igor Markevitch,92131d53-a4a7-4513-a879-c067643f0747,UA,Person,conductor,100,auto_accept,Very high score and near-exact name match.,Igor Markevitch,Q503355,Ukraine,Kyiv,Moscow,https://en.wikipedia.org/wiki/Igor_Markevitch
Nikocado Avocado,Avocado,400f1810-f3fa-4fa2-a086-12bcb391cc41,DE,Group,German band,100,review_needed,Candidate is disambiguated and should be checked manually.,Nikocado Avocado,Q105593316,Ukraine,Kherson,United States,https://en.wikipedia.org/wiki/Nikocado_Avocado
Arkady Luxemburg,Arkady,3697973c-2fc7-4e74-b497-dc16eaa87136,GB,Person,christ.,100,review_needed,Candidate is disambiguated and should be checked manually.,Arkady Luxemburg,Q4272163,Ukraine,Zhytomyr,Israel,https://en.wikipedia.org/wiki/Arkady_Luxemburg
Anastasiya Petryk,Anastasiya Petryk,a68b3c76-63bc-40d5-9e28-00bb37bf6883,,Person,,100,auto_accept,Very high score and near-exact name match.,Anastasiya Petryk,Q277168,Ukraine,Odesa,Ukraine,https://en.wikipedia.org/wiki/Anastasiya_Petryk
Elina Bystritskaya,Elina,4e2fe119-5d0e-4e89-aae3-cab819e03f17,SE,Person,Swedish singer-songwriter,100,review_needed,Candidate is disambiguated and should be checked manually.,Elina Bystritskaya,Q2370750,Ukraine,Kyiv,Russia,https://en.wikipedia.org/wiki/Elina_Bystritskaya
Heinrich Schenker,Heinrich Schenker,dd36c41f-5c82-4c82-9a33-367892cf7771,AT,Person,,100,auto_accept,Very high score and near-exact name match.,Heinrich Schenker,Q531995,Ukraine,Vyshnivchyk,Austria,https://en.wikipedia.org/wiki/Heinrich_Schenker
Emanuel Feuermann,Emanuel Feuermann,9dae71a5-ff73-4450-b623-b5aa7d0982d9,UA,Person,cellist,100,auto_accept,Very high score and near-exact name match.,Emanuel Feuermann,Q112171,Ukraine,Kolomyia,Austria,https://en.wikipedia.org/wiki/Emanuel_Feuermann
Roman Vlad,Roman Vlad,076682b0-e1bf-43eb-9bad-79f831712e5e,RO,Person,,100,auto_accept,Very high score and near-exact name match.,Roman Vlad,Q2343525,Ukraine,Chernivtsi,Rome,https://en.wikipedia.org/wiki/Roman_Vlad
Igor Oistrakh,Игорь Ойстрах,f68018f5-24d4-4b23-ab17-747d9e8e9cce,UA,Person,violinist,100,review_needed,Candidate is disambiguated and should be checked manually.,Igor Oistrakh,Q538219,Ukraine,Odesa,Russia,https://en.wikipedia.org/wiki/Igor_Oistrakh
Klavdiya Shulzhenko,Клавдия Шульженко,3758c649-c9bd-4aec-88b3-2ded38060965,SU,Person,,100,review_needed,Candidate needs manual review.,Klavdiya Shulzhenko,Q292875,Ukraine,Kharkiv,Soviet Union,https://en.wikipedia.org/wiki/Klavdiya_Shulzhenko
Ana Layevska,Ana Layevska,6511828b-4c2c-4f44-8dea-bf13d1662dce,,,,100,auto_accept,Very high score and near-exact name match.,Ana Layevska,Q698094,Ukraine,Kyiv,Kyiv,https://en.wikipedia.org/wiki/Ana_Layevska
Lolita Milyavskaya,Лолита,f9ed53c4-0c72-418e-b164-5e7ba64fca1e,RU,Person,,100,review_needed,Candidate needs manual review.,Lolita Milyavskaya,Q1972714,Ukraine,Mukachevo,Israel,https://en.wikipedia.org/wiki/Lolita_Milyavskaya
Dmitry Gordon,Dmitry Gordon,8654cbba-c7eb-4d6e-8526-63d176147223,,Person,,100,auto_accept,Very high score and near-exact name match.,Dmitry Gordon,Q4143897,Ukraine,Kyiv,Ukraine,https://en.wikipedia.org/wiki/Dmitry_Gordon
Artem Pyvovarov,Artem,f65772c6-d92a-4f0c-bc03-786bf9499eb8,,Person,fka Mess Kid,100,review_needed,Candidate is disambiguated and should be checked manually.,Artem Pyvovarov,Q23656293,Ukraine,Vovchansk,Ukraine,https://en.wikipedia.org/wiki/Artem_Pyvovarov
